epoch,accuracy,loss,val_accuracy,val_loss
0,0.6503944993019104,1.0978174209594727,0.6879315972328186,0.9423752427101135
1,0.8949704170227051,0.3122694492340088,0.8020387887954712,0.6129302382469177
2,0.9271860718727112,0.20879532396793365,0.8862216472625732,0.3610897660255432
3,0.9457593560218811,0.15735366940498352,0.907925009727478,0.28614047169685364
4,0.9575936794281006,0.12000907957553864,0.934561014175415,0.19980324804782867
5,0.9644970297813416,0.09925346821546555,0.9444261789321899,0.16364163160324097
6,0.9727153182029724,0.07869555801153183,0.9408089518547058,0.18438923358917236
7,0.9785503149032593,0.06604477018117905,0.9440973401069641,0.1733635812997818
8,0.9801939725875854,0.0587521456182003,0.9381782412528992,0.21098609268665314
9,0.9831525087356567,0.04699278622865677,0.9526471495628357,0.1626763492822647
10,0.988330066204071,0.037861067801713943,0.9562643766403198,0.165149986743927
11,0.9898093342781067,0.03234812617301941,0.9460703730583191,0.19969257712364197
12,0.990959882736206,0.02825958840548992,0.9582374095916748,0.18844664096832275
13,0.9894806146621704,0.030963145196437836,0.942453145980835,0.22383710741996765
14,0.9920282959938049,0.025197869166731834,0.9526471495628357,0.20113952457904816
15,0.9929322600364685,0.020624902099370956,0.9536336660385132,0.23372125625610352
16,0.9934253692626953,0.019389154389500618,0.9477145671844482,0.23717498779296875
17,0.9958908557891846,0.01459329854696989,0.9450838565826416,0.2587570548057556
18,0.9960552453994751,0.01369170006364584,0.9513317942619324,0.23491939902305603
19,0.9953156113624573,0.01574026793241501,0.9506741166114807,0.2655782997608185
20,0.9960552453994751,0.012021718546748161,0.9523183107376099,0.23641473054885864
21,0.9963017702102661,0.011852324940264225,0.9431108236312866,0.28955093026161194
22,0.995479941368103,0.012722568586468697,0.94048011302948,0.30510082840919495
23,0.9958908557891846,0.012159021571278572,0.9533048272132874,0.2402309626340866
24,0.9961373805999756,0.010857348330318928,0.950016438961029,0.269993394613266
25,0.9972057938575745,0.01044826116412878,0.9549490213394165,0.26907145977020264
26,0.995726466178894,0.012190273031592369,0.9516606330871582,0.27956193685531616
27,0.9958086609840393,0.013080952689051628,0.9463992118835449,0.31101319193840027
28,0.9967948794364929,0.010279310867190361,0.9523183107376099,0.28732582926750183
29,0.9968770742416382,0.009513669647276402,0.9523183107376099,0.2874983549118042
30,0.9958086609840393,0.011692745611071587,0.9569220542907715,0.2685617506504059
31,0.997616708278656,0.00716357259079814,0.9556066989898682,0.2692156434059143
32,0.997616708278656,0.008018889464437962,0.9388359189033508,0.38618454337120056
33,0.9977810382843018,0.0067017655819654465,0.9516606330871582,0.3280516564846039
34,0.997616708278656,0.007807374466210604,0.9552778601646423,0.3141394853591919
35,0.9976989030838013,0.009009490720927715,0.9477145671844482,0.3500892221927643
36,0.9974523186683655,0.007614952512085438,0.9434396624565125,0.3663429915904999
37,0.9970414042472839,0.009376179426908493,0.9542913436889648,0.29855436086654663
38,0.9974523186683655,0.007619198877364397,0.9487010836601257,0.30125492811203003
39,0.9976989030838013,0.007149346638470888,0.9487010836601257,0.32132819294929504
40,0.9987672567367554,0.004887020215392113,0.9503452777862549,0.35688742995262146
41,0.9972879886627197,0.007950400933623314,0.9493587613105774,0.322288453578949
42,0.9977810382843018,0.00570653984323144,0.9529759883880615,0.3568440079689026
43,0.9972879886627197,0.01049784105271101,0.953962504863739,0.27124422788619995
44,0.9985207319259644,0.005092313513159752,0.9533048272132874,0.34795212745666504
45,0.9990137815475464,0.003569580614566803,0.9480434060096741,0.35624632239341736
46,0.9983563423156738,0.004630714654922485,0.9536336660385132,0.3356209993362427
47,0.9976989030838013,0.006129158195108175,0.9523183107376099,0.3095765709877014
48,0.9979454278945923,0.006716176867485046,0.9513317942619324,0.3450396955013275
49,0.9989316463470459,0.0039074718952178955,0.9477145671844482,0.31052133440971375
