epoch,accuracy,loss,val_accuracy,val_loss
0,0.7337278127670288,0.8443139791488647,0.8421571850776672,0.49172651767730713
1,0.8729454278945923,0.393549382686615,0.8812890648841858,0.38107994198799133
2,0.9004766345024109,0.3021746277809143,0.88096022605896,0.36477556824684143
3,0.9129684567451477,0.2637954652309418,0.88096022605896,0.34593823552131653
4,0.9195430874824524,0.23267121613025665,0.9013482332229614,0.29039132595062256
5,0.9311308264732361,0.20301753282546997,0.9125287532806396,0.2817304730415344
6,0.9311308264732361,0.19656017422676086,0.911871075630188,0.2781905233860016
7,0.9421433210372925,0.16970355808734894,0.9131864309310913,0.26044604182243347
8,0.944691002368927,0.16204553842544556,0.909898042678833,0.28798073530197144
9,0.9459237456321716,0.1549912691116333,0.913844108581543,0.2666432559490204
10,0.9520874619483948,0.14199459552764893,0.9075961709022522,0.3004528284072876
11,0.9528270959854126,0.1328236609697342,0.9161459803581238,0.26970478892326355
12,0.957182765007019,0.12806358933448792,0.9237093329429626,0.25497499108314514
13,0.9582511782646179,0.1194685623049736,0.9246958494186401,0.2635473608970642
14,0.9634286761283875,0.10722165554761887,0.9177901744842529,0.28211185336112976
15,0.9600591659545898,0.11640802770853043,0.9246958494186401,0.27325570583343506
16,0.9621137380599976,0.10692481696605682,0.9233804941177368,0.26971980929374695
17,0.9654010534286499,0.09936665743589401,0.9316014647483826,0.2486468106508255
18,0.9667159914970398,0.09536238759756088,0.9286419153213501,0.2509991228580475
19,0.9697567224502563,0.08995692431926727,0.9348898530006409,0.23101316392421722
20,0.9702498316764832,0.08614785224199295,0.9243670105934143,0.2847025990486145
21,0.968359649181366,0.09013381600379944,0.9121999144554138,0.3202367424964905
22,0.9714003801345825,0.08527630567550659,0.9237093329429626,0.2845872640609741
23,0.9672091007232666,0.08774638175964355,0.9253535270690918,0.2680962383747101
24,0.9734549522399902,0.07501958310604095,0.9191055297851562,0.2945146858692169
25,0.9745233654975891,0.07422478497028351,0.9306149482727051,0.24189159274101257
26,0.9762491583824158,0.0669708177447319,0.9223939776420593,0.2889877259731293
27,0.9753451943397522,0.07196374982595444,0.9325879812240601,0.2646891474723816
28,0.976331353187561,0.07032915204763412,0.9378494024276733,0.2436206191778183
29,0.9778928160667419,0.06247815489768982,0.9283130764961243,0.29809120297431946
30,0.9768244624137878,0.06843524426221848,0.9207497239112854,0.3082328140735626
31,0.9783037304878235,0.0655149295926094,0.9362052083015442,0.23703184723854065
32,0.9767422676086426,0.06937296688556671,0.9302861094474792,0.27290552854537964
33,0.9790433645248413,0.06135396659374237,0.9319303035736084,0.2816758453845978
34,0.9799473881721497,0.05968593806028366,0.9335744976997375,0.2790786921977997
35,0.9771531820297241,0.06641708314418793,0.9362052083015442,0.24973343312740326
36,0.9790433645248413,0.06208658218383789,0.9329168200492859,0.2875523567199707
37,0.9811801314353943,0.054759714752435684,0.934561014175415,0.28970587253570557
38,0.9798651933670044,0.0568976104259491,0.9148306250572205,0.3532641530036926
39,0.978468120098114,0.05873696133494377,0.9217362999916077,0.3285673260688782
40,0.9811801314353943,0.054123908281326294,0.9411377906799316,0.2690175473690033
41,0.9847140312194824,0.04838408902287483,0.9401512742042542,0.2555125057697296
42,0.9819197654724121,0.051774442195892334,0.938507080078125,0.27408045530319214
43,0.978714644908905,0.0587666817009449,0.9217362999916077,0.31535860896110535
44,0.9843852519989014,0.046348877251148224,0.9253535270690918,0.30970537662506104
45,0.980604887008667,0.05440997704863548,0.9273265600204468,0.2979010343551636
46,0.9843852519989014,0.04450219124555588,0.9414666295051575,0.25544390082359314
47,0.9855358600616455,0.041992101818323135,0.9312726259231567,0.305290162563324
48,0.9852070808410645,0.04460548236966133,0.9279842376708984,0.30431824922561646
49,0.9843031167984009,0.04534004256129265,0.9266688823699951,0.3394164741039276
